article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
174057027,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057028,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057029,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057030,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057032,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057033,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057035,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057036,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057037,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057038,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057039,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057040,174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
176209023,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209025,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209033,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209035,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209039,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209040,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209044,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209046,176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176550016,176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550017,176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550018,176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550020,176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550021,176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176754001,176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
176754003,176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
176754019,176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
179123001,179123,Long Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with an elasticated waist.
179123040,179123,Long Leggings (1),273,Leggings/Tights,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with an elasticated waist.
179208001,179208,Control Top 100 den 1p Tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
179208008,179208,Control Top 100 den 1p Tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
179393001,179393,Basic 2p Overknee,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit over-the-knee socks.
179393018,179393,Basic 2p Overknee,302,Socks,Socks & Tights,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit over-the-knee socks.
179950001,179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
179950002,179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
179950017,179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
181160009,181160,Eva chelsea boot,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Chelsea boots with elasticated gores in the sides and rubber soles.
181448022,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448102,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448103,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010017,Stripe,50,Other Pink,5,Bright,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448104,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010010,Melange,63,Dark Purple,5,Bright,6,Lilac Purple,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448105,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010006,Dot,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448106,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010017,Stripe,42,Red,7,Medium,18,Red,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
181448109,181448,Jenny 5-pack,302,Socks,Socks & Tights,1010006,Dot,22,Yellow,7,Medium,8,Yellow,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
182909001,182909,Fleece 1 p tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Opaque tights with an elasticated waist and soft fleece inside.
183815013,183815,Bobby elastic waist belt,67,Belt,Accessories,1010026,Other structure,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Wide, elastic waist belt with imitation leather details and a metal fastener. Width 6.5 cm."
184121021,184121,FIFTY SHADES moulded halternec,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a metal fastener at the back, ties at the back of the neck and a bow at the front."
184123020,184123,FIFTY SHADES  tie brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and wide ties at the sides.
184583014,184583,Robin 3pk solid,286,Underwear bottom,Underwear,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
186262001,186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
186262006,186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
186262007,186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
186262013,186262,4p Claw,72,Hair clip,Accessories,1010019,Transparent,2,Transparent,3,Light,9,White,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
186264014,186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4342,EQ & Special Collections,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
186264015,186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
186264016,186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
186266004,186266,10p Basic Terry,73,Hair string,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics with metal clips.
186267001,186267,12p Claw,72,Hair clip,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Mini plastic hair claws.
186372011,186372,Harem trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186372042,186372,Harem trousers,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186372045,186372,Harem trousers,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186595001,186595,Lena over knee.,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit over-the-knee socks.
187949016,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949019,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949020,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949025,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949026,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949028,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949029,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949030,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949031,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949032,187949,Padded pyjama,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
188183001,188183,Spanx alot shape Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183008,188183,SPANX ALOT swimsuit (1),57,Swimsuit,Swimwear,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183009,188183,SPANX ALOT swimsuit (1),57,Swimsuit,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183010,188183,SPANX ALOT swimsuit (1),57,Swimsuit,Swimwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183012,188183,SPANX ALOT swimsuit (1),57,Swimsuit,Swimwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183014,188183,SPANX ALOT swimsuit (1),57,Swimsuit,Swimwear,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183015,188183,Spanx alot Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,93,Dark Green,4,Dark,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183016,188183,Spanx alot Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183018,188183,Spanx alot Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183020,188183,Spanx alot Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183021,188183,Spanx alot Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
